path,rows,columns,card_columns,move_columns,damage_columns,energy_columns,hp_columns,effect_columns,has_move_related_column
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_42.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_6.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section6_replay_contract.json,10,7,"[""parameter_names""]","[""replay_suitability_score""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section2\section2a_scenario_opportunity_profile.csv,10,15,"[""player_card"", ""opponent_card""]","[""selected_moves""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section1\environment_and_handoff\section1c_variant_profile.csv,10,3,"[""variant_name""]","[""fraction""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4r_energy_readiness_by_card_side.csv,9,12,"[""active_card"", ""attack_name""]","[""attack_name""]",[],"[""energy_requirement"", ""energy_ready_states"", ""energy_ready_but_not_legal_states"", ""legal_without_energy_ready_states"", ""average_energy"", ""energy_ready_rate""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4i_targeted_page_profile.csv,9,6,"[""expected_cards"", ""cards_found_in_page_text""]","[""extraction_error_type"", ""extraction_error_message""]",[],[],[],"[""cards_found_in_page_text"", ""text_character_count""]",True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4l_card_action_matches.csv,8,16,"[""card_id"", ""card_name""]","[""action_type"", ""action_destination""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4p_card_visual_profile.csv,8,18,"[""card_id"", ""card_name"", ""printed_card_name"", ""is_pokemon_ex"", ""pokemon_type"", ""ability_names"", ""attack_names""]","[""ability_names"", ""attack_names""]",[],"[""retreat_cost_symbols""]","[""hp""]",[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4i_official_card_index_rows.csv,8,10,"[""card_id"", ""card_name""]","[""extraction_method""]",[],[],[],"[""complete_row_text"", ""source_context""]",True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook51\section6\section6f_first_full_battle_policy_history.csv,8,8,[],"[""legal_moves"", ""selected_move"", ""raw_predicted_move""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook51\section6\section6f_first_full_battle_turns.csv,8,8,"[""pokemon_name"", ""move_name""]","[""move_name""]",[],[],"[""player_hp"", ""opponent_hp""]",[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4p_version_confidence.csv,8,25,"[""card_id"", ""card_name"", ""printed_card_name"", ""is_pokemon_ex""]","[""printed_attacks"", ""simulator_attacks"", ""matched_attacks"", ""missing_simulator_attacks"", ""additional_printed_attacks"", ""matched_attack_count"", ""simulator_attack_count"", ""printed_attack_count"", ""simulator_attack_recall"", ""printed_attack_precision"", ""exact_attack_set_match"", ""attack_match_classification""]",[],[],"[""hp""]",[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section3\section3b_tournament_scenario_validation.csv,8,22,"[""scenario_name"", ""player_card"", ""opponent_card""]","[""legal_move_count"", ""legal_moves"", ""raw_predicted_move"", ""selected_move"", ""selected_probability"", ""selected_masked_probability"", ""probability_sum"", ""selected_move_legal""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4p_simulator_match.csv,8,21,"[""card_id"", ""card_name"", ""printed_card_name"", ""is_pokemon_ex""]","[""printed_attacks"", ""simulator_attacks"", ""matched_attacks"", ""missing_simulator_attacks"", ""additional_printed_attacks"", ""matched_attack_count"", ""simulator_attack_count"", ""printed_attack_count"", ""simulator_attack_recall"", ""printed_attack_precision"", ""exact_attack_set_match"", ""attack_match_classification""]",[],[],"[""hp""]",[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4n_selected_image_candidates.csv,8,24,"[""card_id"", ""card_name"", ""image_name""]","[""extraction_error_type"", ""extraction_error_message""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4n_destination_image_inventory.csv,8,23,"[""card_id"", ""card_name"", ""image_name""]","[""extraction_error_type"", ""extraction_error_message""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section3\section3a_tournament_scenario_catalog.csv,8,18,"[""scenario_name"", ""player_card"", ""opponent_card""]","[""player_legal_moves"", ""opponent_legal_moves""]","[""player_damage"", ""opponent_damage""]","[""player_energy"", ""opponent_energy""]","[""player_hp"", ""opponent_hp""]",[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4j_official_candidate_comparison.csv,8,14,"[""card_name"", ""official_card_id"", ""direct_upstream_card_id_match""]","[""simulator_moves"", ""matched_simulator_moves"", ""expected_simulator_moves"", ""full_move_profile_match""]",[],[],"[""simulator_hp_values""]",[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook46\competitive_schema.json,8,5,[],"[""move_features"", ""move_dimension""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4r_availability_by_card_and_side.csv,7,11,"[""active_card_resolved"", ""official_card_id""]","[""average_legal_printed_attacks"", ""multi_attack_states"", ""control_action_states"", ""legal_attack_signatures""]",[],"[""average_energy"", ""minimum_energy"", ""maximum_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4q_complete_verified_action_catalog.csv,7,19,"[""card_name"", ""official_card_id"", ""printed_card_name"", ""action_name"", ""normalized_action_name""]","[""attack_order"", ""action_name"", ""normalized_action_name"", ""attack_effect_summary"", ""action_source"", ""is_control_action"", ""simulator_action_available"", ""action_availability_status""]","[""printed_damage"", ""base_damage"", ""variable_damage""]","[""energy_symbol_count""]",[],"[""attack_effect_summary""]",True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section3\section3b_benchmark_action_library.csv,7,6,"[""active_card"", ""move_name""]","[""move_name""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4q_frozen_simulator_actions.csv,7,6,"[""card_name"", ""action_name"", ""normalized_action_name""]","[""action_name"", ""normalized_action_name"", ""is_control_action""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section2\section2b_root_cause_by_legal_move_set.csv,6,11,[],"[""legal_move_signature"", ""legal_move_count_recomputed"", ""average_legal_move_count""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section4_targeted_curriculum_summary.json,6,22,[],"[""sampling_probability"", ""multi_action_target_fraction"", ""policy_disagreement_target_fraction"", ""late_game_target_fraction""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section4b_final_curriculum_summary.json,6,9,[],"[""opponent_fraction"", ""player_fraction"", ""search_fraction""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section4b_final_curriculum_plan.csv,6,23,[],"[""sampling_probability"", ""multi_action_target_fraction"", ""policy_disagreement_target_fraction"", ""late_game_target_fraction"", ""final_sampling_probability""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section4_targeted_curriculum_plan.csv,6,22,[],"[""sampling_probability"", ""multi_action_target_fraction"", ""policy_disagreement_target_fraction"", ""late_game_target_fraction""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section2\section2b_root_cause_summary.json,6,17,"[""highest_masking_active_card"", ""highest_masking_active_card_rate"", ""lowest_raw_legality_active_card"", ""lowest_raw_legality_active_card_rate""]","[""highest_masking_legal_move_set"", ""highest_masking_legal_move_set_rate"", ""single_action_masking_rate"", ""multi_action_masking_rate""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section2\section2a_selected_action_profile.csv,6,8,[],"[""selected_move"", ""average_selected_probability"", ""selection_fraction""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section4\section4b_legality_aware_target_distribution.csv,6,7,[],"[""expert_move"", ""single_action_examples"", ""multi_action_examples"", ""fraction""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4r_availability_by_condition.csv,6,9,[],"[""average_legal_printed_attacks"", ""multi_attack_states"", ""attack_plus_control_states"", ""multi_attack_rate""]",[],"[""average_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section2\dataset_splits\section2a_split_side_profile.csv,6,6,[],"[""within_split_fraction""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook31\opponent_behavior_comparison.csv,6,5,[],"[""chosen_move""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section2\section2a_prediction_transition_matrix.csv,6,6,[],"[""raw_predicted_move"", ""selected_move"", ""changed_action""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section6\section6a_action_distribution.csv,6,4,[],"[""selected_move"", ""UsageFraction""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section3\section3a_legal_action_availability.csv,6,6,[],"[""policy_action"", ""availability_rate""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section6\section6a_test_confusion_matrix.csv,6,7,"[""Unnamed: 0""]","[""predicted__Quick Attack""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section6\section6a_validation_confusion_matrix.csv,6,7,"[""Unnamed: 0""]","[""predicted__Quick Attack""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section6\section6a_action_count_performance.csv,6,6,[],"[""action_state_type""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section4\section4b_legality_aware_signature_summary.csv,6,6,[],"[""legal_move_signature"", ""legal_move_count"", ""single_action_examples"", ""multi_action_examples"", ""unique_expert_moves""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section3\section3b_legal_signature_summary.csv,6,6,[],"[""legal_move_signature"", ""legal_move_count"", ""single_action_states"", ""multi_action_states""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section3\section3b_target_distribution.csv,6,3,[],"[""target_move"", ""fraction""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section5\analysis\section5c_action_analysis.csv,6,3,[],"[""selected_move""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section6\section6a_policy_class_lookup.csv,6,2,[],"[""policy_move""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4j_upstream_card_profile_evidence.csv,5,10,"[""card_name"", ""card_id_candidates""]","[""matched_moves"", ""move_match_count"", ""expected_move_count""]",[],[],"[""hp_candidates""]",[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section2\section2b_active_card_prediction_profile.csv,5,11,"[""active_card""]","[""raw_predicted_move"", ""average_legal_move_count""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section2\section2b_active_card_prediction_bias_matrix.csv,5,4,"[""active_card""]","[""Quick Attack""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4q_printed_vs_simulator_availability.csv,5,19,"[""card_name"", ""official_card_id"", ""printed_card_name"", ""action_name"", ""normalized_action_name""]","[""attack_order"", ""action_name"", ""normalized_action_name"", ""attack_effect_summary"", ""action_source"", ""is_control_action"", ""simulator_action_available"", ""action_availability_status""]","[""printed_damage"", ""base_damage"", ""variable_damage""]","[""energy_symbol_count""]",[],"[""attack_effect_summary""]",True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4q_verified_printed_actions.csv,5,16,"[""card_name"", ""official_card_id"", ""printed_card_name"", ""action_name"", ""normalized_action_name""]","[""attack_order"", ""action_name"", ""normalized_action_name"", ""attack_effect_summary"", ""action_source"", ""is_control_action""]","[""printed_damage"", ""base_damage"", ""variable_damage""]","[""energy_symbol_count""]",[],"[""attack_effect_summary""]",True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section4\analysis\section4b_action_summary.csv,5,8,[],"[""selected_move"", ""average_selected_probability"", ""selection_fraction""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section3\section3b_supported_action_design.csv,5,4,[],"[""candidate_action_family""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4a_card_candidate_profile.csv,4,7,"[""card_name"", ""validated_move_names""]","[""total_validated_moves"", ""current_benchmark_moves"", ""eligible_additional_moves"", ""manual_review_moves"", ""validated_move_names""]","[""maximum_validated_damage""]",[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4a_candidate_move_validation_summary.json,4,20,"[""tournament_cards"", ""tournament_source_records"", ""cards_with_additional_candidates""]","[""validated_unique_moves"", ""current_benchmark_moves"", ""additional_source_backed_moves"", ""damage_conflict_moves"", ""manual_review_moves"", ""safe_action_catalog_rows"", ""recommended_next_action"", ""custom_moves_invented""]","[""damage_conflict_moves""]",[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4q_verified_card_versions.csv,4,16,"[""card_name"", ""official_card_id"", ""printed_card_name"", ""is_pokemon_ex"", ""pokemon_type"", ""ability_names"", ""printed_attack_names""]","[""ability_names"", ""printed_attack_names""]",[],"[""retreat_cost_symbols""]","[""hp""]",[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4o_official_card_image_visual_inventory_summary.json,4,14,"[""cards_ready_for_visual_review"", ""tournament_move_sets_modified""]","[""tournament_move_sets_modified"", ""safe_to_expand_actions""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4j_simulator_move_profile.csv,4,7,"[""card_name""]","[""expected_benchmark_moves"", ""recovered_legal_moves"", ""recovered_selected_moves"", ""combined_recovered_moves"", ""expected_moves_recovered""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4d_benchmark_metadata_comparison.csv,4,10,"[""card_name"", ""metadata_card_versions""]","[""benchmark_moves"", ""metadata_moves"", ""matched_moves"", ""missing_benchmark_moves"", ""additional_metadata_moves"", ""exact_benchmark_move_coverage""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section2\section2b_active_card_action_availability.csv,4,8,"[""active_card""]","[""available_legal_actions"", ""available_legal_action_count"", ""raw_predicted_actions"", ""selected_actions""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section2\section2b_root_cause_by_active_card.csv,4,10,"[""active_card""]","[""average_legal_move_count""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4p_simulator_attack_profile.csv,4,5,"[""card_name""]","[""all_simulator_actions"", ""simulator_printed_attack_candidates"", ""simulator_control_actions"", ""printed_attack_candidate_count""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\section7b_card_resolution.csv,4,8,"[""requested_card"", ""matched_card_id"", ""matched_card_name"", ""attack_names""]","[""attack_count"", ""attack_names""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4q_card_action_availability.csv,4,9,"[""card_name"", ""official_card_id""]","[""printed_attack_count"", ""simulator_available_printed_attacks"", ""missing_printed_attack_count"", ""simulator_control_action_count"", ""printed_attack_coverage_rate"", ""all_printed_attacks_available"", ""action_expansion_opportunity""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section2\section2b_root_cause_by_player_card.csv,4,10,"[""player_card""]","[""one_attack_swing_candidates""]",[],[],"[""average_final_hp_margin""]",[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section3\section3a_player_legal_move_profile.csv,4,10,"[""active_card""]","[""legal_moves"", ""selected_move""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section3\section3a_player_availability_by_card.csv,4,11,"[""active_card""]","[""unique_legal_move_sets"", ""average_legal_move_count"", ""maximum_legal_move_count"", ""multi_action_decisions""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4b_candidate_transitions_by_card.csv,4,9,"[""card_name""]","[""candidate_moves""]","[""minimum_damage"", ""maximum_damage"", ""average_damage"", ""unique_damage_values""]",[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section4\section4b_legality_aware_active_card_summary.csv,4,6,"[""active_card""]","[""legal_move_signatures"", ""expert_move_classes"", ""single_action_examples"", ""multi_action_examples""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section3\section3b_active_card_action_map.csv,4,3,"[""active_card""]","[""compatible_actions"", ""compatible_action_count""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section3\section3b_recognized_move_keys.csv,4,2,"[""module_name""]","[""move_key""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section4\section4a_dataset_profiles.csv,4,15,"[""has_player_card"", ""has_opponent_card""]","[""legal_move_candidates""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section8\policy_dataset\section8c_summary.json,4,18,[],"[""duplicates_removed"", ""invalid_legal_move_count""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4b_candidate_transition_summary.json,4,17,"[""cards_tested"", ""cards_with_damage_improvement"", ""tournament_move_sets_modified""]","[""candidate_moves_tested"", ""tournament_move_sets_modified""]","[""minimum_candidate_damage"", ""maximum_candidate_damage"", ""damage_improving_candidates"", ""cards_with_damage_improvement""]",[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4p_leading_official_versions.csv,4,12,"[""card_name"", ""leading_card_id"", ""leading_printed_card_name""]","[""leading_printed_attacks"", ""simulator_attacks"", ""exact_attack_set_match""]",[],[],"[""leading_hp""]",[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section2\section2b_root_cause_by_battle_phase.csv,3,10,[],"[""average_legal_move_count""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook12_battle_history.csv,3,11,"[""pokemon_name"", ""move_name""]","[""move_name""]","[""damage""]",[],"[""player_hp_after"", ""opponent_hp_after""]",[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook38\rl_transition_validation_fixture.parquet,3,16,[],"[""legal_moves"", ""legal_move_mask"", ""chosen_move"", ""chosen_move_index""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook39\training_dataset.parquet,3,16,[],"[""legal_moves"", ""legal_move_mask"", ""chosen_move"", ""chosen_move_index""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook38\rl_transition_validation_fixture.csv,3,16,[],"[""legal_moves"", ""legal_move_mask"", ""chosen_move"", ""chosen_move_index""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook39\training_dataset.csv,3,16,[],"[""legal_moves"", ""legal_move_mask"", ""chosen_move"", ""chosen_move_index""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section2\section2b_root_cause_by_confidence_band.csv,3,10,[],"[""average_legal_move_count""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section2\dataset_splits\section2b_side_balance_profile.csv,3,9,[],"[""player_fraction"", ""opponent_fraction"", ""player_fraction_drift"", ""opponent_fraction_drift""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section2\section2b_root_cause_by_condition.csv,3,10,[],"[""average_legal_move_count""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section2\section2b_root_cause_by_energy_band.csv,3,10,[],"[""average_legal_move_count""]",[],"[""energy_band""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section2\section2a_decision_category_summary.csv,3,9,[],"[""average_legal_move_count"", ""decision_fraction""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section2\dataset_splits\section2a_split_profile.csv,3,7,[],"[""scenario_fraction"", ""row_fraction""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook39\dataset_integrity_audit.csv,3,8,[],"[""legal_moves_valid"", ""chosen_move_matches"", ""chosen_move_legal""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section2\section2b_root_cause_by_condition.csv,3,11,[],"[""one_attack_swing_candidates""]",[],[],"[""average_final_hp_margin""]",[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section2\section2a_masking_by_condition.csv,3,8,[],"[""average_legal_move_count""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section6\section6e_tournament_replay_condition_summary.csv,3,12,[],"[""single_action_direct_decisions""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section5\section5a_group_safe_split_summary.csv,3,8,[],"[""fraction""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section3\feature_engineering\section3a_action_target_profile.csv,3,6,[],"[""within_split_fraction""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section3\section3a_player_availability_by_condition.csv,3,10,[],"[""single_action_decisions"", ""multi_action_decisions"", ""average_legal_move_count""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section2\dataset_splits\section2b_split_integrity_profile.csv,3,9,[],"[""missing_expert_moves""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section5\section5b_matrix_integrity.csv,3,8,[],"[""zero_fraction""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook38\rl_transition_quality_audit.csv,3,7,[],"[""selected_move_matches"", ""chosen_move_is_legal""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section4_baseline_allocation.csv,3,5,[],"[""allocation_fraction""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section4b_final_baseline_allocation.csv,3,5,[],"[""allocation_fraction""]",[],[],[],[],True
